ADTF_CHUNK_TIME,INS_ANGLE_TRUE_HEADING,INS_Pos_Abs_Latitude,INS_Pos_Abs_Longitude,INS_Vel_Frame_X,INS_Vel_Frame_Y,INS_Vel_Frame_Z
15333362,26124,348433357,-1168213264,-1020,6649,165
15343338,26124,348433352,-1168213228,-1021,6649,165
15353672,26124,348433347,-1168213192,-1021,6649,165
15363482,26124,348433343,-1168213155,-1020,6648,165
15373750,26124,348433338,-1168213119,-1020,6648,166
15383364,26124,348433334,-1168213083,-1020,6648,166
15393351,26124,348433329,-1168213046,-1020,6648,166
15403558,26124,348433324,-1168213010,-1021,6648,166
15413894,26124,348433320,-1168212973,-1021,6648,166
15423422,26124,348433315,-1168212937,-1020,6648,166
15433357,26124,348433311,-1168212901,-1020,6648,165
15443352,26124,348433306,-1168212865,-1020,6648,166
15454005,26124,348433301,-1168212829,-1020,6648,166
15463486,26124,348433297,-1168212791,-1021,6648,166
15473626,26124,348433292,-1168212755,-1021,6648,165
15483327,26124,348433288,-1168212719,-1020,6648,165
15493493,26124,348433283,-1168212683,-1020,6648,165
15503844,26124,348433278,-1168212647,-1020,6648,165
15513516,26124,348433274,-1168212609,-1020,6648,165
15524085,26124,348433269,-1168212573,-1021,6648,165
15533383,26124,348433265,-1168212537,-1020,6648,164
15543358,26124,348433260,-1168212501,-1020,6648,163
15553575,26124,348433255,-1168212465,-1020,6648,163
15563475,26124,348433251,-1168212428,-1020,6647,163
15573418,26124,348433246,-1168212392,-1020,6647,162
15583337,26124,348433242,-1168212356,-1020,6647,162
15593673,26124,348433237,-1168212320,-1020,6647,161
15603556,26124,348433233,-1168212284,-1021,6647,160
15613487,26124,348433228,-1168212246,-1021,6647,160
15623446,26124,348433223,-1168212210,-1020,6647,159
15633365,26124,348433219,-1168212174,-1021,6647,159
15643367,26124,348433214,-1168212138,-1021,6647,158
15654270,26124,348433210,-1168212102,-1021,6647,158
15663462,26124,348433205,-1168212064,-1021,6647,157
15677858,26124,348433200,-1168212028,-1021,6646,156
15683760,26124,348433196,-1168211992,-1020,6646,156
15693345,26124,348433191,-1168211956,-1021,6646,156
15703542,26124,348433187,-1168211920,-1021,6646,155
15714716,26124,348433182,-1168211883,-1021,6646,155
15723427,26124,348433177,-1168211847,-1021,6646,154
15733347,26124,348433173,-1168211811,-1020,6646,153
15743354,26124,348433168,-1168211775,-1021,6645,153
15754008,26124,348433164,-1168211739,-1020,6645,152
15763561,26124,348433159,-1168211701,-1021,6645,152
15773669,26124,348433154,-1168211665,-1021,6645,152
15783335,26124,348433150,-1168211629,-1021,6645,151
15793335,26124,348433145,-1168211593,-1021,6645,151
15803558,26124,348433141,-1168211557,-1020,6645,151
15814081,26124,348433136,-1168211520,-1020,6645,150
15823467,26124,348433131,-1168211484,-1021,6645,151
15833350,26124,348433127,-1168211448,-1020,6645,151
15843317,26124,348433122,-1168211412,-1021,6644,150
15853597,26124,348433118,-1168211376,-1021,6645,149
15863463,26124,348433113,-1168211338,-1020,6645,149
15873770,26124,348433108,-1168211302,-1020,6644,148
15883336,26124,348433104,-1168211266,-1020,6644,148
15893897,26124,348433099,-1168211230,-1020,6644,149
15903521,26124,348433095,-1168211194,-1021,6644,149
15913475,26124,348433090,-1168211156,-1020,6644,148
15923389,26124,348433085,-1168211120,-1020,6644,147
15933343,26124,348433081,-1168211084,-1020,6644,147
15943332,26124,348433076,-1168211048,-1020,6644,146
15953529,26125,348433072,-1168211012,-1019,6644,146
15963488,26125,348433067,-1168210975,-1020,6643,146
15973998,26125,348433062,-1168210939,-1020,6643,146
15983545,26125,348433058,-1168210903,-1019,6644,145
15993337,26125,348433053,-1168210867,-1019,6643,145
16003826,26125,348433049,-1168210831,-1019,6643,144
16013592,26125,348433044,-1168210793,-1020,6643,144
16023410,26125,348433040,-1168210757,-1019,6643,144
16033957,26125,348433035,-1168210721,-1019,6643,144
16043696,26125,348433030,-1168210685,-1019,6643,143
16054053,26125,348433026,-1168210649,-1019,6643,143
16063756,26125,348433021,-1168210612,-1019,6643,143
16073962,26125,348433017,-1168210576,-1019,6643,143
16083330,26125,348433012,-1168210540,-1019,6643,142
16094150,26125,348433007,-1168210504,-1020,6643,141
16104261,26125,348433003,-1168210468,-1020,6643,140
16113493,26125,348432998,-1168210430,-1019,6643,140
16123400,26125,348432994,-1168210394,-1019,6642,141
16133425,26125,348432989,-1168210358,-1019,6642,141
16143315,26125,348432984,-1168210322,-1019,6642,140
16153917,26125,348432980,-1168210286,-1020,6642,139
16163541,26125,348432975,-1168210249,-1019,6643,138
16173409,26125,348432971,-1168210213,-1019,6642,138
16183338,26126,348432966,-1168210177,-1018,6642,138
16193752,26126,348432962,-1168210141,-1019,6641,138
16203523,26126,348432957,-1168210105,-1018,6642,138
16213473,26126,348432952,-1168210067,-1019,6641,138
16223466,26126,348432948,-1168210031,-1019,6642,138
16233337,26126,348432943,-1168209995,-1019,6642,137
16243346,26126,348432939,-1168209959,-1019,6641,137
16254011,26126,348432934,-1168209923,-1018,6641,137
16263472,26126,348432929,-1168209885,-1018,6641,137
16273682,26126,348432925,-1168209849,-1018,6641,137
16283960,26126,348432920,-1168209813,-1018,6641,137
16293328,26126,348432916,-1168209777,-1018,6641,137
16303522,26126,348432911,-1168209741,-1018,6641,137
16314185,26126,348432906,-1168209704,-1018,6640,137
16323380,26126,348432902,-1168209668,-1018,6640,137
16333318,26126,348432897,-1168209632,-1017,6640,138
16345885,26126,348432893,-1168209596,-1018,6640,137
16354182,26127,348432888,-1168209560,-1017,6640,137
16363477,26127,348432884,-1168209522,-1017,6640,137
16373792,26127,348432879,-1168209486,-1017,6640,138
16383668,26127,348432874,-1168209450,-1017,6640,138
16393332,26127,348432870,-1168209414,-1017,6640,138
16404670,26127,348432865,-1168209378,-1017,6640,138
16413608,26127,348432861,-1168209341,-1017,6640,138
16423389,26127,348432856,-1168209305,-1016,6640,138
16434564,26127,348432852,-1168209269,-1016,6639,139
16443465,26127,348432847,-1168209233,-1016,6639,139
16453552,26127,348432842,-1168209197,-1016,6639,140
16464118,26127,348432838,-1168209159,-1016,6639,140
16473378,26127,348432833,-1168209123,-1016,6639,140
16483312,26127,348432829,-1168209087,-1016,6639,140
16494180,26127,348432824,-1168209052,-1015,6639,140
16503551,26128,348432819,-1168209016,-1016,6639,140
16513480,26128,348432815,-1168208978,-1015,6639,140
16524789,26128,348432810,-1168208942,-1016,6639,141
16533875,26128,348432806,-1168208906,-1016,6639,141
16543331,26128,348432801,-1168208870,-1016,6639,141
16553539,26128,348432797,-1168208834,-1015,6639,141
16563468,26128,348432792,-1168208797,-1015,6638,141
16573472,26128,348432787,-1168208761,-1016,6638,141
16583327,26128,348432783,-1168208725,-1015,6638,141
16593766,26128,348432778,-1168208689,-1016,6638,141
16603819,26128,348432774,-1168208653,-1016,6638,141
16614155,26128,348432769,-1168208615,-1015,6638,141
16623384,26128,348432765,-1168208579,-1015,6638,141
16634019,26128,348432760,-1168208543,-1016,6637,141
16643360,26128,348432755,-1168208507,-1016,6637,142
16653539,26129,348432751,-1168208471,-1016,6637,142
16663487,26129,348432746,-1168208434,-1016,6637,141
16673403,26129,348432742,-1168208398,-1016,6637,141
16683315,26129,348432737,-1168208362,-1016,6637,141
16693317,26129,348432733,-1168208326,-1015,6637,141
16703520,26129,348432728,-1168208290,-1016,6637,141
16713769,26129,348432723,-1168208252,-1015,6636,142
16723405,26129,348432719,-1168208216,-1016,6636,142
16733356,26129,348432714,-1168208180,-1015,6636,141
16743410,26129,348432710,-1168208144,-1015,6636,141
16754192,26129,348432705,-1168208108,-1014,6636,141
16763481,26129,348432701,-1168208071,-1015,6636,141
16773585,26130,348432696,-1168208035,-1014,6636,142
16784232,26129,348432691,-1168207999,-1015,6636,141
16793403,26130,348432687,-1168207963,-1014,6636,141
16803544,26130,348432682,-1168207927,-1014,6636,141
16813924,26130,348432678,-1168207890,-1013,6636,142
16823953,26130,348432673,-1168207854,-1013,6635,142
16833351,26130,348432669,-1168207818,-1014,6635,142
16843331,26130,348432664,-1168207782,-1014,6636,141
16853564,26130,348432659,-1168207746,-1014,6636,140
16863478,26130,348432655,-1168207708,-1014,6636,140
16873388,26130,348432650,-1168207672,-1013,6635,140
16883313,26130,348432646,-1168207636,-1013,6635,140
16893331,26130,348432641,-1168207600,-1013,6635,141
16903686,26130,348432637,-1168207564,-1015,6634,141
16913487,26130,348432632,-1168207527,-1013,6635,140
16923368,26129,348432627,-1168207491,-1014,6635,139
16934169,26129,348432623,-1168207455,-1013,6635,139
16943313,26129,348432618,-1168207419,-1014,6634,139
16953512,26129,348432614,-1168207383,-1013,6634,139
16963462,26129,348432609,-1168207345,-1014,6634,139
16973381,26128,348432605,-1168207310,-1014,6634,139
16983318,26128,348432600,-1168207274,-1014,6634,138
16993328,26128,348432595,-1168207238,-1013,6634,137
17004225,26128,348432591,-1168207202,-1013,6634,136
17014800,26127,348432586,-1168207164,-1014,6634,136
17023556,26127,348432582,-1168207128,-1013,6633,136
17033361,26126,348432577,-1168207092,-1014,6633,136
17043319,26126,348432573,-1168207056,-1014,6633,135
17053511,26126,348432568,-1168207020,-1014,6633,135
17063475,26125,348432564,-1168206983,-1014,6633,134
17073411,26125,348432559,-1168206947,-1014,6633,134
17083294,26124,348432554,-1168206911,-1014,6632,134
17093331,26124,348432550,-1168206875,-1015,6632,133
17103710,26123,348432545,-1168206839,-1015,6632,133
17113485,26123,348432541,-1168206802,-1015,6632,132
17123369,26123,348432536,-1168206766,-1015,6632,132
17133300,26122,348432532,-1168206730,-1016,6632,131
17143677,26122,348432527,-1168206694,-1016,6631,131
17153524,26121,348432522,-1168206658,-1017,6631,130
17163453,26120,348432518,-1168206620,-1017,6631,130
17173747,26120,348432513,-1168206584,-1018,6631,129
17183325,26120,348432509,-1168206548,-1018,6630,128
17193394,26119,348432504,-1168206512,-1018,6630,128
17203545,26119,348432499,-1168206477,-1019,6630,129
17213456,26118,348432495,-1168206439,-1019,6629,129
17223385,26118,348432490,-1168206403,-1020,6629,127
17233302,26117,348432486,-1168206367,-1021,6630,126
17243299,26117,348432481,-1168206331,-1021,6629,125
17253799,26117,348432477,-1168206295,-1021,6628,126
17263446,26116,348432472,-1168206258,-1022,6628,126
17273369,26116,348432467,-1168206222,-1023,6628,126
17283295,26116,348432463,-1168206186,-1024,6627,125
17293312,26115,348432458,-1168206150,-1024,6627,125
17303515,26115,348432453,-1168206114,-1025,6627,123
17313497,26115,348432449,-1168206077,-1024,6626,123
17323373,26114,348432444,-1168206041,-1024,6626,123
17333903,26114,348432440,-1168206005,-1025,6626,124
17343309,26114,348432435,-1168205969,-1027,6625,124
17354214,26113,348432430,-1168205933,-1026,6626,124
17363879,26113,348432426,-1168205896,-1028,6625,123
17373768,26113,348432421,-1168205860,-1027,6625,123
17383315,26112,348432417,-1168205824,-1028,6625,124
17394362,26112,348432412,-1168205788,-1028,6624,124
17403521,26112,348432407,-1168205752,-1029,6624,124
17413486,26111,348432403,-1168205715,-1030,6624,124
17426454,26111,348432398,-1168205679,-1030,6624,124
17433299,26111,348432393,-1168205643,-1030,6624,123
17443312,26111,348432389,-1168205607,-1030,6623,124
17454322,26110,348432384,-1168205571,-1031,6623,124
17463506,26110,348432379,-1168205533,-1031,6623,124
17473399,26110,348432375,-1168205498,-1032,6623,124
17483288,26109,348432370,-1168205462,-1032,6623,123
17494011,26109,348432365,-1168205426,-1032,6623,123
17504111,26109,348432361,-1168205390,-1032,6622,124
17513495,26109,348432356,-1168205352,-1032,6622,124
17524346,26108,348432352,-1168205317,-1033,6622,125
17533328,26108,348432347,-1168205281,-1033,6621,125
17543323,26108,348432342,-1168205245,-1033,6622,125
17553962,26107,348432338,-1168205209,-1033,6621,125
17563495,26107,348432333,-1168205171,-1034,6621,125
17573390,26107,348432328,-1168205136,-1033,6621,125
17583628,26106,348432324,-1168205100,-1034,6621,125
17593481,26106,348432319,-1168205064,-1034,6620,125
17603507,26106,348432314,-1168205028,-1035,6620,125
17613489,26105,348432310,-1168204990,-1036,6620,125
17623369,26105,348432305,-1168204955,-1035,6620,124
17633311,26105,348432300,-1168204919,-1036,6619,123
17643523,26105,348432296,-1168204883,-1036,6619,123
17654204,26104,348432291,-1168204847,-1036,6619,123
17663778,26104,348432286,-1168204810,-1038,6619,122
17673401,26104,348432282,-1168204774,-1037,6619,121
17683288,26103,348432277,-1168204738,-1037,6618,122
17693326,26103,348432272,-1168204702,-1037,6618,122
17703511,26103,348432268,-1168204666,-1038,6618,121
17713489,26103,348432263,-1168204629,-1038,6617,121
17723360,26103,348432258,-1168204593,-1039,6617,120
17733297,26102,348432254,-1168204557,-1040,6617,119
17743527,26102,348432249,-1168204521,-1040,6617,118
17754310,26102,348432244,-1168204485,-1040,6616,118
17763456,26102,348432240,-1168204448,-1039,6616,116
17774759,26102,348432235,-1168204412,-1040,6615,117
17783551,26101,348432230,-1168204376,-1042,6615,117
17793408,26101,348432225,-1168204340,-1042,6615,116
17803514,26101,348432221,-1168204304,-1042,6615,115
17813498,26101,348432216,-1168204267,-1042,6615,114
17823951,26101,348432211,-1168204231,-1042,6614,114
17833334,26101,348432207,-1168204195,-1043,6614,114
17843891,26101,348432202,-1168204159,-1043,6614,114
17853901,26101,348432197,-1168204124,-1044,6613,114
17863499,26101,348432193,-1168204086,-1044,6613,113
17873376,26100,348432188,-1168204050,-1044,6613,113
17884037,26100,348432183,-1168204014,-1044,6613,113
17893294,26100,348432178,-1168203979,-1044,6613,112
17904667,26100,348432174,-1168203943,-1044,6612,112
17914367,26100,348432169,-1168203905,-1045,6612,111
17923397,26100,348432164,-1168203870,-1045,6612,112
17933934,26100,348432160,-1168203834,-1045,6612,112
17944149,26100,348432155,-1168203798,-1044,6611,113
17953506,26099,348432150,-1168203762,-1044,6611,113
17963434,26099,348432146,-1168203725,-1045,6611,114
17973346,26099,348432141,-1168203689,-1045,6611,114
17983930,26099,348432136,-1168203653,-1045,6611,114
17993316,26099,348432131,-1168203617,-1045,6611,114
18004795,26099,348432127,-1168203581,-1045,6611,115
18013445,26099,348432122,-1168203544,-1044,6611,115
18023364,26099,348432117,-1168203508,-1045,6611,115
18033823,26098,348432113,-1168203472,-1045,6611,116
18043431,26098,348432108,-1168203436,-1046,6610,116
18053520,26098,348432103,-1168203401,-1046,6610,116
18064097,26098,348432098,-1168203363,-1046,6610,116
18073355,26098,348432094,-1168203327,-1046,6610,115
18083274,26098,348432089,-1168203292,-1047,6610,116
18094183,26098,348432084,-1168203256,-1047,6610,117
18103493,26098,348432080,-1168203220,-1049,6610,116
18113435,26098,348432075,-1168203183,-1047,6610,116
18124607,26098,348432070,-1168203147,-1048,6609,116
18133322,26098,348432065,-1168203111,-1048,6609,116
18143287,26098,348432061,-1168203075,-1049,6609,116
18154208,26098,348432056,-1168203039,-1049,6609,116
18163444,26098,348432051,-1168203002,-1050,6609,116
18173361,26098,348432047,-1168202966,-1050,6608,115
18184373,26098,348432042,-1168202930,-1050,6609,115
18193317,26099,348432037,-1168202894,-1050,6608,115
18203492,26099,348432032,-1168202859,-1049,6608,114
18214809,26099,348432028,-1168202821,-1050,6608,114
18223357,26099,348432023,-1168202785,-1051,6607,115
18233306,26099,348432018,-1168202750,-1050,6608,115
18243767,26099,348432013,-1168202714,-1051,6607,115
18253516,26099,348432009,-1168202678,-1050,6608,115
18263436,26099,348432004,-1168202641,-1050,6608,115
18273360,26100,348431999,-1168202605,-1050,6607,115
18283886,26100,348431994,-1168202569,-1050,6607,116
18293307,26100,348431990,-1168202533,-1050,6607,116
18304765,26100,348431985,-1168202497,-1049,6607,116
18314361,26100,348431980,-1168202460,-1049,6607,116
18323601,26100,348431976,-1168202424,-1048,6607,116
18333293,26100,348431971,-1168202388,-1048,6607,116
18343301,26100,348431966,-1168202353,-1047,6607,117
18353522,26101,348431961,-1168202317,-1047,6607,117
18363433,26101,348431957,-1168202279,-1046,6607,117
18373381,26101,348431952,-1168202244,-1046,6607,117
18383275,26101,348431947,-1168202208,-1045,6607,117
18393302,26101,348431943,-1168202172,-1045,6607,117
18404235,26101,348431938,-1168202136,-1045,6607,117
18413780,26101,348431933,-1168202099,-1044,6607,117
18423682,26101,348431928,-1168202063,-1045,6608,116
18433295,26101,348431924,-1168202027,-1044,6607,115
18443305,26101,348431919,-1168201991,-1044,6607,115
18453517,26102,348431914,-1168201956,-1043,6607,114
18463637,26102,348431910,-1168201918,-1044,6607,114
18473889,26102,348431905,-1168201882,-1043,6607,113
18483294,26102,348431900,-1168201847,-1044,6607,113
18493311,26102,348431896,-1168201811,-1044,6607,112
18504564,26102,348431891,-1168201775,-1043,6607,111
18513432,26102,348431886,-1168201738,-1043,6607,110
18523365,26103,348431881,-1168201702,-1043,6607,110
18533293,26103,348431877,-1168201666,-1043,6607,109
18543297,26103,348431872,-1168201630,-1044,6606,108
18554244,26103,348431867,-1168201594,-1043,6606,107
18563423,26104,348431863,-1168201557,-1044,6606,106
18573530,26104,348431858,-1168201521,-1043,6606,106
18583299,26104,348431853,-1168201485,-1043,6606,105
18593359,26104,348431849,-1168201450,-1043,6606,105
18603484,26105,348431844,-1168201414,-1043,6605,104
18613428,26105,348431839,-1168201376,-1043,6605,104
18623533,26105,348431834,-1168201341,-1043,6606,103
18633638,26105,348431830,-1168201305,-1042,6605,103
18643527,26106,348431825,-1168201269,-1042,6605,103
18653490,26106,348431820,-1168201233,-1042,6605,104
18663424,26106,348431816,-1168201196,-1042,6605,104
18673342,26106,348431811,-1168201160,-1042,6605,104
18683281,26106,348431806,-1168201124,-1042,6605,103
18694295,26106,348431802,-1168201089,-1040,6605,103
18703786,26106,348431797,-1168201053,-1040,6605,103
18713460,26106,348431792,-1168201015,-1039,6605,103
18723543,26106,348431788,-1168200980,-1040,6604,104
18733299,26106,348431783,-1168200944,-1040,6604,105
18743284,26107,348431778,-1168200908,-1039,6605,104
18753494,26106,348431773,-1168200872,-1039,6605,104
18763418,26106,348431769,-1168200835,-1038,6605,104
18773345,26106,348431764,-1168200799,-1038,6605,104
18783278,26106,348431759,-1168200763,-1038,6604,105
18793290,26106,348431755,-1168200727,-1038,6604,106
18804249,26106,348431750,-1168200692,-1038,6604,106
18813445,26106,348431745,-1168200654,-1038,6604,106
18823357,26106,348431741,-1168200619,-1037,6604,106
18833267,26106,348431736,-1168200583,-1037,6604,106
18843292,26106,348431731,-1168200547,-1037,6604,107
18854056,26105,348431727,-1168200511,-1037,6603,107
18863422,26105,348431722,-1168200474,-1037,6604,108
18873338,26105,348431717,-1168200438,-1037,6603,108
18883892,26105,348431713,-1168200402,-1037,6604,108
18893294,26105,348431708,-1168200366,-1037,6603,108
18903482,26105,348431703,-1168200331,-1037,6603,109
18913435,26105,348431699,-1168200293,-1037,6603,109
18923352,26104,348431694,-1168200258,-1038,6603,109
18933274,26104,348431689,-1168200222,-1037,6603,109
18943392,26104,348431685,-1168200186,-1038,6603,109
18953512,26104,348431680,-1168200150,-1037,6603,110
18963422,26104,348431675,-1168200113,-1038,6602,111
18973356,26104,348431671,-1168200077,-1038,6602,110
18983272,26104,348431666,-1168200041,-1039,6603,109
18993281,26104,348431661,-1168200005,-1038,6603,110
19003598,26104,348431657,-1168199970,-1039,6602,109
19013440,26104,348431652,-1168199932,-1038,6602,109
19023917,26104,348431647,-1168199897,-1039,6602,109
19033261,26103,348431643,-1168199861,-1038,6602,109
19043954,26103,348431638,-1168199825,-1039,6602,109
19053492,26103,348431633,-1168199789,-1040,6601,108
19063421,26103,348431629,-1168199752,-1038,6602,107
19074391,26103,348431624,-1168199716,-1039,6601,106
19083318,26103,348431619,-1168199680,-1038,6601,106
19093289,26103,348431615,-1168199645,-1040,6601,107
19103509,26103,348431610,-1168199609,-1038,6601,106
19113433,26103,348431605,-1168199572,-1041,6601,106
19123382,26103,348431600,-1168199536,-1039,6601,105
19133303,26103,348431596,-1168199500,-1040,6601,104
19143299,26102,348431591,-1168199464,-1040,6600,103
19153488,26102,348431586,-1168199428,-1040,6600,102
19163594,26102,348431582,-1168199391,-1040,6600,102
19173479,26102,348431577,-1168199355,-1040,6600,102
19183720,26102,348431572,-1168199320,-1041,6600,102
19193267,26102,348431568,-1168199284,-1040,6600,101
19203482,26102,348431563,-1168199248,-1040,6600,100
19213429,26102,348431558,-1168199211,-1040,6599,99
19223353,26102,348431554,-1168199175,-1041,6599,99
19233724,26102,348431549,-1168199139,-1041,6599,98
19243284,26102,348431544,-1168199103,-1041,6599,98
19253523,26102,348431540,-1168199068,-1041,6599,97
19263977,26102,348431535,-1168199030,-1040,6599,96
19273367,26102,348431530,-1168198995,-1041,6599,96
19283471,26102,348431526,-1168198959,-1041,6599,96
19293292,26102,348431521,-1168198923,-1041,6598,95
19304886,26102,348431516,-1168198887,-1042,6598,95
19313435,26102,348431511,-1168198850,-1042,6599,94
19323653,26102,348431507,-1168198814,-1042,6598,93
19333288,26102,348431502,-1168198778,-1041,6598,93
19343393,26102,348431497,-1168198743,-1042,6598,93
19353474,26102,348431493,-1168198707,-1042,6598,93
19363414,26102,348431488,-1168198670,-1042,6597,93
19373356,26102,348431483,-1168198634,-1042,6597,93
19383299,26102,348431479,-1168198598,-1042,6597,93
19393587,26102,348431474,-1168198562,-1042,6597,93
19403483,26102,348431469,-1168198527,-1042,6597,93
19413424,26103,348431465,-1168198489,-1042,6597,93
19423560,26103,348431460,-1168198454,-1042,6597,94
19433298,26103,348431455,-1168198418,-1042,6597,94
19443288,26103,348431450,-1168198382,-1042,6597,94
19454335,26103,348431446,-1168198346,-1042,6597,94
19463431,26104,348431441,-1168198309,-1042,6597,94
19473344,26104,348431436,-1168198273,-1042,6597,94
19483279,26104,348431432,-1168198237,-1042,6597,94
19493288,26104,348431427,-1168198202,-1042,6597,94
19504375,26104,348431422,-1168198166,-1042,6597,94
19513419,26104,348431418,-1168198129,-1041,6597,94
19523316,26104,348431413,-1168198093,-1041,6597,94
19533266,26105,348431408,-1168198057,-1041,6597,93
19543311,26105,348431404,-1168198021,-1041,6597,92
19553916,26105,348431399,-1168197986,-1041,6597,92
19563770,26105,348431394,-1168197948,-1041,6597,92
19573346,26105,348431390,-1168197913,-1041,6597,91
19583456,26105,348431385,-1168197877,-1041,6597,91
19593287,26105,348431380,-1168197841,-1040,6597,90
19603488,26105,348431375,-1168197805,-1041,6597,89
19614246,26105,348431371,-1168197768,-1041,6597,88
19623335,26105,348431366,-1168197732,-1041,6597,87
19633278,26105,348431361,-1168197696,-1041,6596,87
19644075,26105,348431357,-1168197661,-1040,6597,86
19653532,26105,348431352,-1168197625,-1040,6596,86
19663493,26105,348431347,-1168197588,-1041,6596,86
19673336,26105,348431343,-1168197552,-1041,6596,86
19683255,26105,348431338,-1168197516,-1041,6596,86
19693574,26105,348431333,-1168197480,-1041,6596,85
19703484,26105,348431329,-1168197445,-1040,6596,85
19713407,26104,348431324,-1168197407,-1040,6596,85
19723785,26104,348431319,-1168197372,-1040,6596,85
19733269,26104,348431315,-1168197336,-1040,6596,86
19744095,26104,348431310,-1168197300,-1041,6595,86
19754147,26104,348431305,-1168197264,-1040,6596,86
19763420,26104,348431300,-1168197227,-1040,6595,86
19773899,26103,348431296,-1168197191,-1039,6596,86
19784262,26103,348431291,-1168197156,-1040,6596,86
19793278,26103,348431286,-1168197120,-1039,6596,87
19803981,26103,348431282,-1168197084,-1039,6595,87
19814297,26103,348431277,-1168197047,-1040,6595,88
19823998,26102,348431272,-1168197011,-1039,6595,88
19834313,26102,348431268,-1168196975,-1039,6595,88
19843552,26102,348431263,-1168196940,-1039,6595,88
19854193,26102,348431258,-1168196904,-1040,6595,89
19863417,26101,348431254,-1168196867,-1039,6595,89
19873860,26101,348431249,-1168196831,-1040,6595,89
19883258,26101,348431244,-1168196795,-1041,6595,89
19893265,26101,348431240,-1168196759,-1039,6595,89
19904693,26101,348431235,-1168196724,-1040,6595,89
19913444,26101,348431230,-1168196686,-1040,6595,89
19923330,26101,348431226,-1168196651,-1040,6595,89
19933253,26101,348431221,-1168196615,-1041,6595,89
19943290,26100,348431216,-1168196579,-1041,6595,89
19953471,26100,348431211,-1168196543,-1041,6595,88
19964214,26100,348431207,-1168196506,-1041,6595,88
19973363,26100,348431202,-1168196470,-1041,6594,88
19984214,26100,348431197,-1168196435,-1042,6594,89
19993623,26100,348431193,-1168196399,-1042,6594,89
20003531,26100,348431188,-1168196363,-1042,6594,88
20013479,26100,348431183,-1168196326,-1042,6594,88
20026750,26100,348431179,-1168196290,-1042,6594,87
20033261,26101,348431174,-1168196254,-1042,6594,87
20043289,26101,348431169,-1168196219,-1042,6594,86
20054220,26101,348431165,-1168196183,-1042,6594,86
20064271,26101,348431160,-1168196146,-1043,6593,87
20073366,26101,348431155,-1168196110,-1043,6593,86
20083278,26101,348431150,-1168196074,-1042,6594,86
20093271,26101,348431146,-1168196038,-1042,6594,85
20103489,26101,348431141,-1168196003,-1042,6594,85
20114588,26101,348431136,-1168195965,-1043,6593,85
20123330,26101,348431132,-1168195930,-1043,6593,85
20133274,26101,348431127,-1168195894,-1043,6593,84
20143302,26101,348431122,-1168195858,-1043,6593,84
20153646,26102,348431118,-1168195822,-1042,6593,83
20163386,26102,348431113,-1168195785,-1042,6593,83
20173330,26102,348431108,-1168195749,-1042,6593,83
20183549,26102,348431103,-1168195714,-1042,6593,83
20193294,26102,348431099,-1168195678,-1043,6593,83
20204964,26102,348431094,-1168195642,-1042,6593,83
20213433,26102,348431089,-1168195605,-1041,6593,82
20223319,26103,348431085,-1168195569,-1041,6593,82
20233261,26103,348431080,-1168195534,-1042,6593,83
20243257,26103,348431075,-1168195498,-1041,6593,83
20254028,26103,348431071,-1168195462,-1042,6593,82
20263416,26104,348431066,-1168195425,-1041,6593,82
20273371,26104,348431061,-1168195389,-1041,6593,82
20283263,26104,348431057,-1168195353,-1041,6593,83
20293267,26104,348431052,-1168195318,-1040,6593,83
20303485,26105,348431047,-1168195282,-1040,6593,83
20313414,26105,348431043,-1168195245,-1040,6593,83
20323367,26105,348431038,-1168195209,-1040,6593,83
20333371,26105,348431033,-1168195173,-1040,6593,83
20343912,26105,348431028,-1168195137,-1039,6593,84
20353890,26106,348431024,-1168195102,-1039,6593,84
20363479,26106,348431019,-1168195064,-1039,6593,85
20374066,26106,348431014,-1168195029,-1039,6593,86
20383255,26106,348431010,-1168194993,-1038,6593,86
20393266,26107,348431005,-1168194957,-1038,6593,86
20403465,26107,348431000,-1168194921,-1037,6593,86
20413440,26107,348430996,-1168194884,-1038,6593,86
20423369,26107,348430991,-1168194848,-1038,6593,86
20433273,26107,348430986,-1168194813,-1037,6593,88
20443274,26108,348430982,-1168194777,-1037,6593,88
20454138,26108,348430977,-1168194741,-1037,6593,88
20464208,26108,348430972,-1168194704,-1036,6593,88
20473394,26108,348430968,-1168194668,-1036,6594,88
20483242,26108,348430963,-1168194632,-1036,6594,88
20493281,26109,348430958,-1168194597,-1035,6594,88
20503464,26109,348430954,-1168194561,-1035,6594,88
20513390,26109,348430949,-1168194524,-1036,6593,88
20523351,26109,348430944,-1168194488,-1035,6594,88
20533279,26110,348430940,-1168194452,-1034,6594,87
20545753,26110,348430935,-1168194417,-1034,6594,87
20553450,26110,348430930,-1168194381,-1034,6594,87
20563959,26110,348430926,-1168194344,-1033,6594,87
20573520,26110,348430921,-1168194308,-1034,6594,87
20583254,26110,348430916,-1168194272,-1033,6594,86
20593239,26111,348430912,-1168194236,-1032,6594,85
20603459,26111,348430907,-1168194201,-1032,6594,84
20613410,26111,348430902,-1168194163,-1032,6594,84
20623370,26111,348430898,-1168194128,-1032,6593,84
20633250,26111,348430893,-1168194092,-1032,6594,83
20643279,26112,348430888,-1168194056,-1031,6594,81
20653454,26112,348430884,-1168194020,-1031,6594,80
20663386,26112,348430879,-1168193983,-1030,6594,79
